word_id,left_context,n_human_respondents,n_human_unique_answers,human_accuracy,match_at_1,weighted_match_at_1,match_at_5,weighted_match_at_5,match_at_10,weighted_match_at_10,match_at_20,weighted_match_at_20,match_at_50,weighted_match_at_50,match_at_100,weighted_match_at_100,match_at_200,weighted_match_at_200,match_at_500,weighted_match_at_500,match_at_1000,weighted_match_at_1000
урчала,"Елена сидела в кресле, молодая Мурка",125,40,0.008,0.025,0.008,0.05,0.40800000000000003,0.05,0.40800000000000003,0.05,0.40800000000000003,0.05,0.40800000000000003,0.05,0.40800000000000003,0.05,0.40800000000000003,0.05,0.40800000000000003,0.05,0.40800000000000003
лестнице,На ведущей вниз,61,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
повторили,Что ты хочешь чтобы тебе,15,8,0.0,0.0,0.0,0.25,0.39999999999999997,0.25,0.39999999999999997,0.25,0.39999999999999997,0.25,0.39999999999999997,0.25,0.39999999999999997,0.25,0.39999999999999997,0.25,0.39999999999999997,0.25,0.39999999999999997
прежняя,Перед ним снова была,100,30,0.0,0.03333333333333333,0.15,0.16666666666666666,0.29000000000000004,0.16666666666666666,0.29000000000000004,0.2,0.31000000000000005,0.2,0.31000000000000005,0.2,0.31000000000000005,0.2,0.31000000000000005,0.2,0.31000000000000005,0.2,0.31000000000000005
техосмотра,После завершения,17,14,0.0,0.0,0.0,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882
желает,"Тому, кто",136,63,0.0,0.015873015873015872,0.051470588235294115,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059,0.047619047619047616,0.1985294117647059
лис,"Там, недалеко от кухонной двери, сидел",123,35,0.0,0.02857142857142857,0.04878048780487805,0.14285714285714285,0.3089430894308943,0.2,0.36585365853658536,0.2,0.36585365853658536,0.2,0.36585365853658536,0.2,0.36585365853658536,0.2,0.36585365853658536,0.2,0.36585365853658536,0.2,0.36585365853658536
пригрозили,Когда родители,13,12,0.0,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693
ремешок,Под рукавом рубашки виднелся тонкий,81,29,0.012345679012345678,0.0,0.0,0.06896551724137931,0.37037037037037035,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444
рыть,"Не обнаружив ничего в досье, сыщики решили",15,13,0.0,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667
бант,Очень хочется заплести,20,8,0.0,0.0,0.0,0.375,0.7,0.5,0.8,0.5,0.8,0.5,0.8,0.5,0.8,0.5,0.8,0.5,0.8,0.5,0.8
сора,Он умел из любого,86,32,0.011627906976744186,0.03125,0.12790697674418605,0.125,0.37209302325581395,0.15625,0.38372093023255816,0.15625,0.38372093023255816,0.15625,0.38372093023255816,0.15625,0.38372093023255816,0.15625,0.38372093023255816,0.15625,0.38372093023255816,0.15625,0.38372093023255816
получает,Этот студент,17,9,0.0,0.1111111111111111,0.23529411764705882,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824
сонату,"По воскресеньям музыканты, исполнявшие",49,33,0.0,0.030303030303030304,0.04081632653061224,0.12121212121212122,0.24489795918367346,0.12121212121212122,0.24489795918367346,0.15151515151515152,0.2653061224489796,0.15151515151515152,0.2653061224489796,0.15151515151515152,0.2653061224489796,0.15151515151515152,0.2653061224489796,0.15151515151515152,0.2653061224489796,0.15151515151515152,0.2653061224489796
мяли,В деревнях по-прежнему,15,13,0.0,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667
шаг,Я сделала,88,56,0.056818181818181816,0.017857142857142856,0.03409090909090909,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.05357142857142857,0.1590909090909091
рубильник,В мои обязанности входило утром включить,17,9,0.0,0.1111111111111111,0.058823529411764705,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826
хаки,"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",50,25,0.32,0.0,0.0,0.08,0.06,0.08,0.06,0.08,0.06,0.08,0.06,0.08,0.06,0.08,0.06,0.08,0.06,0.08,0.06
лом,"В багажнике были лопата,",62,22,0.016129032258064516,0.045454545454545456,0.12903225806451613,0.13636363636363635,0.3064516129032258,0.18181818181818182,0.3225806451612903,0.22727272727272727,0.3387096774193548,0.2727272727272727,0.3548387096774193,0.2727272727272727,0.3548387096774193,0.2727272727272727,0.3548387096774193,0.2727272727272727,0.3548387096774193,0.2727272727272727,0.3548387096774193
русалки,И на берегу озера тогда появляются,81,50,0.0,0.0,0.0,0.02,0.08641975308641975,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085
страшных,Автор принадлежит к числу последних свидетелей,61,31,0.01639344262295082,0.0,0.0,0.0967741935483871,0.09836065573770492,0.12903225806451613,0.19672131147540983,0.12903225806451613,0.19672131147540983,0.12903225806451613,0.19672131147540983,0.12903225806451613,0.19672131147540983,0.12903225806451613,0.19672131147540983,0.12903225806451613,0.19672131147540983,0.12903225806451613,0.19672131147540983
вагоны,"Музыканты играли на похоронах, разгружали",19,12,0.3157894736842105,0.0,0.0,0.16666666666666666,0.10526315789473684,0.25,0.15789473684210525,0.25,0.15789473684210525,0.25,0.15789473684210525,0.25,0.15789473684210525,0.25,0.15789473684210525,0.25,0.15789473684210525,0.25,0.15789473684210525
обгорели,У Пашки,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
пополнела,"Она почти не изменилась, только слегка",16,9,0.0625,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125
растяжение,"Один футболист, который получил",14,11,0.0,0.09090909090909091,0.07142857142857142,0.09090909090909091,0.07142857142857142,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427
мужу,Не поручайте,83,31,0.0,0.0,0.0,0.06451612903225806,0.14457831325301207,0.0967741935483871,0.1807228915662651,0.0967741935483871,0.1807228915662651,0.0967741935483871,0.1807228915662651,0.0967741935483871,0.1807228915662651,0.0967741935483871,0.1807228915662651,0.0967741935483871,0.1807228915662651,0.0967741935483871,0.1807228915662651
крыши,Каждое утро на самый верх,20,16,0.15,0.0,0.0,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1
стога,"Я слезал, щупал",17,14,0.0,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413,0.07142857142857142,0.17647058823529413
специалист,Работы выполняет,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
излишества,Наши власти позволяют себе,12,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333
врач,Здесь потребуется,24,15,0.0,0.0,0.0,0.06666666666666667,0.041666666666666664,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333
неопытным,Он был очень,18,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
всей,И не надо ставить это целью,68,18,0.17647058823529413,0.05555555555555555,0.27941176470588236,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416,0.1111111111111111,0.42647058823529416
осы,В сюжете этого фильма какие-то,65,27,0.0,0.037037037037037035,0.26153846153846155,0.14814814814814814,0.5846153846153845,0.18518518518518517,0.6153846153846154,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307,0.2222222222222222,0.6307692307692307
барса,На запись голоса,50,36,0.0,0.0,0.0,0.027777777777777776,0.1,0.027777777777777776,0.1,0.027777777777777776,0.1,0.027777777777777776,0.1,0.027777777777777776,0.1,0.027777777777777776,0.1,0.027777777777777776,0.1,0.027777777777777776,0.1
мопед,Приблизительно в центре тайги,15,10,0.0,0.0,0.0,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333
зоркий,Создать настоящие шедевры вам помогут,16,9,0.0,0.0,0.0,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5
раритетных,"Считается, что коллекционирование",14,6,0.0,0.0,0.0,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714,0.16666666666666666,0.5714285714285714
орехового,Старый шкаф,72,28,0.0,0.03571428571428571,0.013888888888888888,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221,0.10714285714285714,0.09722222222222221
атрибутику,Клиенты воровали из ресторана,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
урон,"Думаю, большой",49,32,0.0,0.03125,0.02040816326530612,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224,0.0625,0.04081632653061224
даст,Применение микросхемы,19,12,0.05263157894736842,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105,0.08333333333333333,0.3157894736842105
красоты,Душа требовала,76,34,0.0,0.029411764705882353,0.039473684210526314,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421,0.11764705882352941,0.2631578947368421
ножа,Он ловко поддел концом,134,39,0.1044776119402985,0.0,0.0,0.02564102564102564,0.373134328358209,0.02564102564102564,0.373134328358209,0.05128205128205128,0.3880597014925373,0.05128205128205128,0.3880597014925373,0.05128205128205128,0.3880597014925373,0.05128205128205128,0.3880597014925373,0.05128205128205128,0.3880597014925373,0.05128205128205128,0.3880597014925373
злые,Очень тогда,68,30,0.0,0.03333333333333333,0.014705882352941176,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412,0.06666666666666667,0.2647058823529412
командиру,В вопросе послышался упрёк,19,8,0.0,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105,0.125,0.3157894736842105
жирность,В качестве примера приводится,68,40,0.0,0.025,0.029411764705882353,0.05,0.08823529411764705,0.05,0.08823529411764705,0.05,0.08823529411764705,0.05,0.08823529411764705,0.05,0.08823529411764705,0.05,0.08823529411764705,0.05,0.08823529411764705,0.05,0.08823529411764705
атмосфера,В тот момент,16,12,0.0,0.08333333333333333,0.0625,0.25,0.375,0.25,0.375,0.25,0.375,0.25,0.375,0.25,0.375,0.25,0.375,0.25,0.375,0.25,0.375
подруга,У мамы есть,81,50,0.037037037037037035,0.02,0.024691358024691357,0.08,0.1111111111111111,0.08,0.1111111111111111,0.08,0.1111111111111111,0.08,0.1111111111111111,0.08,0.1111111111111111,0.08,0.1111111111111111,0.08,0.1111111111111111,0.08,0.1111111111111111
миссионеры,В резервациях,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
трепало,В лесу ветром,76,41,0.013157894736842105,0.0,0.0,0.0,0.0,0.024390243902439025,0.05263157894736842,0.024390243902439025,0.05263157894736842,0.07317073170731707,0.18421052631578946,0.12195121951219512,0.21052631578947367,0.12195121951219512,0.21052631578947367,0.12195121951219512,0.21052631578947367,0.12195121951219512,0.21052631578947367
установить,Государством предлагается,15,13,0.0,0.0,0.0,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333
уйти,Если мы позволим этим людям,20,15,0.0,0.06666666666666667,0.2,0.13333333333333333,0.25,0.13333333333333333,0.25,0.13333333333333333,0.25,0.13333333333333333,0.25,0.13333333333333333,0.25,0.13333333333333333,0.25,0.13333333333333333,0.25,0.13333333333333333,0.25
узнал,Володя каким-то образом,112,33,0.17857142857142858,0.030303030303030304,0.16071428571428573,0.12121212121212122,0.3392857142857143,0.12121212121212122,0.3392857142857143,0.18181818181818182,0.4464285714285714,0.21212121212121213,0.4732142857142857,0.21212121212121213,0.4732142857142857,0.21212121212121213,0.4732142857142857,0.21212121212121213,0.4732142857142857,0.21212121212121213,0.4732142857142857
юный,На привале у озера,67,25,0.0,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925,0.04,0.5223880597014925
бросить,Можно будет,65,39,0.0,0.02564102564102564,0.015384615384615385,0.07692307692307693,0.12307692307692308,0.07692307692307693,0.12307692307692308,0.10256410256410256,0.13846153846153847,0.1282051282051282,0.15384615384615385,0.15384615384615385,0.16923076923076924,0.15384615384615385,0.16923076923076924,0.15384615384615385,0.16923076923076924,0.15384615384615385,0.16923076923076924
микробы,В бассейне,147,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
испечь,Ей никак не суметь,121,56,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.017857142857142856,0.008264462809917356,0.017857142857142856,0.008264462809917356
летела,Когда она в самолёте,130,51,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
