left_context,target_word,answer,lemma_answer,probability_y
"Твоё тело расслабляется, и исчезает",напряжение,в,в,0.13333333333333333
"Твоё тело расслабляется, и исчезает",напряжение,зажим,зажим,0.06666666666666667
"Твоё тело расслабляется, и исчезает",напряжение,боль,боль,0.13333333333333333
"Твоё тело расслабляется, и исчезает",напряжение,тяжесть,тяжесть,0.06666666666666667
"Твоё тело расслабляется, и исчезает",напряжение,усталость,усталость,0.26666666666666666
"Твоё тело расслабляется, и исчезает",напряжение,напряжение,напряжение,0.2
С нескрываемой,едкой,нежностью,нежность,0.07142857142857142
С нескрываемой,едкой,радостью,радость,0.5
С нескрываемой,едкой,завистью,зависть,0.14285714285714285
С нескрываемой,едкой,злостью,злость,0.07142857142857142
С нескрываемой,едкой,злобой,злоба,0.14285714285714285
С нескрываемой,едкой,досадой,досада,0.07142857142857142
Он признаёт право каждого,жить,апр,апр,0.047619047619047616
Он признаёт право каждого,жить,на,на,0.2857142857142857
Он признаёт право каждого,жить,человека,человек,0.5714285714285714
Он признаёт право каждого,жить,к,к,0.047619047619047616
Он признаёт право каждого,жить,из,из,0.047619047619047616
У нас в Волгограде многие придерживаются,иной,мнения,мнение,0.26865671641791045
У нас в Волгограде многие придерживаются,иной,правила,правило,0.1044776119402985
У нас в Волгограде многие придерживаются,иной,идеи,идея,0.029850746268656716
У нас в Волгограде многие придерживаются,иной,правил,правило,0.04477611940298507
У нас в Волгограде многие придерживаются,иной,взглядов,взгляд,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,знания,знание,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,поста,пост,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,моды,мода,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,традиций,традиция,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,веры,вера,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,следующего,следующий,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,такого,такой,0.07462686567164178
У нас в Волгограде многие придерживаются,иной,следующей,следующий,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,определенных,определенный,0.029850746268656716
У нас в Волгограде многие придерживаются,иной,консервативных,консервативный,0.07462686567164178
У нас в Волгограде многие придерживаются,иной,таких,такой,0.029850746268656716
У нас в Волгограде многие придерживаются,иной,правой,правый,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,своих,свой,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,этого,это,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,старых,старый,0.07462686567164178
У нас в Волгограде многие придерживаются,иной,простого,простой,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,этой,этот,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,иного,иной,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,традиционного,традиционный,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,старой,старый,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,той,тот,0.014925373134328358
У нас в Волгограде многие придерживаются,иной,этих,этот,0.014925373134328358
Чтобы придать объем,тонким,этой,этот,0.05555555555555555
Чтобы придать объем,тонким,этому,это,0.05555555555555555
Чтобы придать объем,тонким,своим,свой,0.1111111111111111
Чтобы придать объем,тонким,своему,свой,0.05555555555555555
Чтобы придать объем,тонким,волосам,волос,0.4444444444444444
Чтобы придать объем,тонким,ресницам,ресница,0.05555555555555555
Чтобы придать объем,тонким,дятел,дятел,0.05555555555555555
Чтобы придать объем,тонким,прическе,прическа,0.05555555555555555
Чтобы придать объем,тонким,и,и,0.05555555555555555
Чтобы придать объем,тонким,м,метр,0.05555555555555555
В каждом,углу,человеке,человек,0.18461538461538463
В каждом,углу,доме,дом,0.3076923076923077
В каждом,углу,случае,случай,0.03076923076923077
В каждом,углу,слове,слово,0.015384615384615385
В каждом,углу,селе,село,0.015384615384615385
В каждом,углу,поступке,поступок,0.015384615384615385
В каждом,углу,городе,город,0.07692307692307693
В каждом,углу,дворе,двор,0.015384615384615385
В каждом,углу,пк,пкундутп,0.015384615384615385
В каждом,углу,куске,кусок,0.015384615384615385
В каждом,углу,из,из,0.18461538461538463
В каждом,углу,маленьком,маленький,0.046153846153846156
В каждом,углу,обвислом,обвисло,0.015384615384615385
В каждом,углу,есть,быть,0.03076923076923077
В каждом,углу,населенном,населить,0.015384615384615385
В каждом,углу,р,р,0.015384615384615385
Когда мне хотелось,сгущенки,покоя,покой,0.041666666666666664
Когда мне хотелось,сгущенки,кушать,кушать,0.041666666666666664
Когда мне хотелось,сгущенки,летать,летать,0.041666666666666664
Когда мне хотелось,сгущенки,есть,быть,0.125
Когда мне хотелось,сгущенки,жить,жить,0.041666666666666664
Когда мне хотелось,сгущенки,поговорить,говорить,0.08333333333333333
Когда мне хотелось,сгущенки,петь,петь,0.041666666666666664
Когда мне хотелось,сгущенки,немного,немного,0.041666666666666664
Когда мне хотелось,сгущенки,выпить,выпить,0.041666666666666664
Когда мне хотелось,сгущенки,быть,быть,0.041666666666666664
Когда мне хотелось,сгущенки,пить,пить,0.041666666666666664
Когда мне хотелось,сгущенки,уволиться,уволиться,0.041666666666666664
Когда мне хотелось,сгущенки,спать,спать,0.125
Когда мне хотелось,сгущенки,бежать,бежать,0.041666666666666664
Когда мне хотелось,сгущенки,домой,домой,0.041666666666666664
Когда мне хотелось,сгущенки,пойти,пойти,0.041666666666666664
Когда мне хотелось,сгущенки,отвлечься,отвлечься,0.041666666666666664
Когда мне хотелось,сгущенки,получить,получить,0.041666666666666664
Когда мне хотелось,сгущенки,сладкого,сладкий,0.041666666666666664
Педагог предъявляет,одинаковые,значительные,значительный,0.06666666666666667
Педагог предъявляет,одинаковые,требования,требование,0.3333333333333333
Педагог предъявляет,одинаковые,слишком,слишком,0.13333333333333333
Педагог предъявляет,одинаковые,претензии,претензия,0.06666666666666667
Педагог предъявляет,одинаковые,студентам,студент,0.06666666666666667
Педагог предъявляет,одинаковые,свои,свой,0.06666666666666667
Педагог предъявляет,одинаковые,повышенные,повысить,0.13333333333333333
Педагог предъявляет,одинаковые,высокие,высокий,0.13333333333333333
Ее сын Гриша умер,бездетным,прошлой,прошлый,0.05555555555555555
Ее сын Гриша умер,бездетным,от,от,0.3888888888888889
Ее сын Гриша умер,бездетным,в,в,0.3333333333333333
Ее сын Гриша умер,бездетным,когда,когда,0.05555555555555555
Ее сын Гриша умер,бездетным,несколько,несколько,0.05555555555555555
Ее сын Гриша умер,бездетным,месяц,месяц,0.05555555555555555
Ее сын Гриша умер,бездетным,рано,рано,0.05555555555555555
Ненужный коврик из твёрдой,пластмассы,ткани,ткань,0.38461538461538464
Ненужный коврик из твёрдой,пластмассы,шерсти,шерсть,0.07692307692307693
Ненужный коврик из твёрдой,пластмассы,р,р,0.07692307692307693
Ненужный коврик из твёрдой,пластмассы,стали,сталь,0.07692307692307693
Ненужный коврик из твёрдой,пластмассы,материи,материя,0.07692307692307693
Ненужный коврик из твёрдой,пластмассы,резины,резина,0.23076923076923078
Ненужный коврик из твёрдой,пластмассы,пластмассы,пластмасса,0.07692307692307693
"Мне нравится сын коллеги,",который,работающий,работать,0.011494252873563218
"Мне нравится сын коллеги,",который,только,только,0.011494252873563218
"Мне нравится сын коллеги,",который,но,но,0.16091954022988506
"Мне нравится сын коллеги,",который,когда,когда,0.011494252873563218
"Мне нравится сын коллеги,",который,потому,потому,0.06896551724137931
"Мне нравится сын коллеги,",который,с,с,0.022988505747126436
"Мне нравится сын коллеги,",который,и,и,0.011494252873563218
"Мне нравится сын коллеги,",который,вот,вот,0.011494252873563218
"Мне нравится сын коллеги,",который,а,а,0.022988505747126436
"Мне нравится сын коллеги,",который,маши,машь,0.011494252873563218
"Мне нравится сын коллеги,",который,хоть,хоть,0.011494252873563218
"Мне нравится сын коллеги,",который,он,он,0.1839080459770115
"Мне нравится сын коллеги,",который,который,который,0.3103448275862069
"Мне нравится сын коллеги,",который,которая,который,0.08045977011494253
"Мне нравится сын коллеги,",который,которы,который,0.011494252873563218
"Мне нравится сын коллеги,",который,которого,который,0.034482758620689655
"Мне нравится сын коллеги,",который,котора,который,0.011494252873563218
"Мне нравится сын коллеги,",который,которую,который,0.011494252873563218
"Зачем ему звонить, если откликается",спокойный,сам,сам,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,жена,жена,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,не,не,0.11764705882352941
"Зачем ему звонить, если откликается",спокойный,только,только,0.11764705882352941
"Зачем ему звонить, если откликается",спокойный,на,на,0.17647058823529413
"Зачем ему звонить, если откликается",спокойный,кто-то,кто-то,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,телефон,телефон,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,его,он,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,он,он,0.17647058823529413
"Зачем ему звонить, если откликается",спокойный,всегда,всегда,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,о,о,0.058823529411764705
На вторичном рынке жилья,розетки,происходят,происходить,0.01282051282051282
На вторичном рынке жилья,розетки,наша,наш,0.01282051282051282
На вторичном рынке жилья,розетки,можно,можно,0.10256410256410256
На вторичном рынке жилья,розетки,появились,появиться,0.038461538461538464
На вторичном рынке жилья,розетки,сегодня,сегодня,0.01282051282051282
На вторичном рынке жилья,розетки,наблюдается,наблюдать,0.10256410256410256
На вторичном рынке жилья,розетки,появилось,появиться,0.01282051282051282
На вторичном рынке жилья,розетки,а,а,0.01282051282051282
На вторичном рынке жилья,розетки,приобрести,приобрести,0.01282051282051282
На вторичном рынке жилья,розетки,нет,нет,0.05128205128205128
На вторичном рынке жилья,розетки,наступил,наступить,0.01282051282051282
На вторичном рынке жилья,розетки,сложно,сложный,0.02564102564102564
На вторичном рынке жилья,розетки,продается,продаваться,0.01282051282051282
На вторичном рынке жилья,розетки,сейчас,сейчас,0.01282051282051282
На вторичном рынке жилья,розетки,есть,быть,0.05128205128205128
На вторичном рынке жилья,розетки,произошел,произойти,0.01282051282051282
На вторичном рынке жилья,розетки,этот,этот,0.01282051282051282
На вторичном рынке жилья,розетки,присутствуют,присутствовать,0.01282051282051282
На вторичном рынке жилья,розетки,нельзя,нельзя,0.01282051282051282
На вторичном рынке жилья,розетки,ожидаются,ожидать,0.01282051282051282
На вторичном рынке жилья,розетки,и,и,0.02564102564102564
На вторичном рынке жилья,розетки,опять,опять,0.01282051282051282
На вторичном рынке жилья,розетки,наступило,наступить,0.02564102564102564
На вторичном рынке жилья,розетки,продавалась,продавать,0.01282051282051282
На вторичном рынке жилья,розетки,имеется,иметься,0.01282051282051282
На вторичном рынке жилья,розетки,необходимы,необходимый,0.01282051282051282
На вторичном рынке жилья,розетки,выставлены,выставить,0.01282051282051282
На вторичном рынке жилья,розетки,были,быть,0.02564102564102564
На вторичном рынке жилья,розетки,продают,продавать,0.01282051282051282
На вторичном рынке жилья,розетки,невозможно,невозможный,0.01282051282051282
На вторичном рынке жилья,розетки,повысился,повыситься,0.01282051282051282
На вторичном рынке жилья,розетки,началась,начаться,0.01282051282051282
На вторичном рынке жилья,розетки,востребовано,востребовать,0.01282051282051282
На вторичном рынке жилья,розетки,продавали,продавать,0.01282051282051282
На вторичном рынке жилья,розетки,трудно,трудный,0.01282051282051282
На вторичном рынке жилья,розетки,я,я,0.02564102564102564
На вторичном рынке жилья,розетки,теперь,теперь,0.01282051282051282
На вторичном рынке жилья,розетки,в,в,0.01282051282051282
На вторичном рынке жилья,розетки,было,быть,0.01282051282051282
На вторичном рынке жилья,розетки,предложение,предложение,0.01282051282051282
На вторичном рынке жилья,розетки,цены,цена,0.08974358974358974
На вторичном рынке жилья,розетки,стоимость,стоимость,0.01282051282051282
На вторичном рынке жилья,розетки,квартиры,квартира,0.02564102564102564
На вторичном рынке жилья,розетки,ухты,ухта,0.01282051282051282
В котёл бросают куски,баранины,расплавленного,расплавить,0.05
В котёл бросают куски,баранины,просоленного,просоленный,0.05
В котёл бросают куски,баранины,измельченного,измельчить,0.05
В котёл бросают куски,баранины,курицы,курица,0.05
В котёл бросают куски,баранины,мяса,мясо,0.8
В темноте Иван задел острый,сук,хуй,хуй,0.012658227848101266
В темноте Иван задел острый,сук,ор,орамимек,0.012658227848101266
В темноте Иван задел острый,сук,стул,стул,0.012658227848101266
В темноте Иван задел острый,сук,выступ,выступ,0.012658227848101266
В темноте Иван задел острый,сук,предмет,предмет,0.17721518987341772
В темноте Иван задел острый,сук,угол,угол,0.6075949367088608
В темноте Иван задел острый,сук,край,край,0.06329113924050633
В темноте Иван задел острый,сук,гвоздь,гвоздь,0.0379746835443038
В темноте Иван задел острый,сук,нож,нож,0.0379746835443038
В темноте Иван задел острый,сук,камень,камень,0.012658227848101266
В темноте Иван задел острый,сук,сук,сук,0.012658227848101266
Я знал: их особенно,злило,объединяет,объединять,0.0625
Я знал: их особенно,злило,любят,любить,0.0625
Я знал: их особенно,злило,в,в,0.0625
Я знал: их особенно,злило,не,не,0.1875
Я знал: их особенно,злило,сложно,сложный,0.0625
Я знал: их особенно,злило,много,много,0.125
Я знал: их особенно,злило,хорошо,хороший,0.0625
Я знал: их особенно,злило,трудно,трудный,0.0625
Я знал: их особенно,злило,раздражает,раздражать,0.0625
Я знал: их особенно,злило,интересовало,интересовать,0.125
Я знал: их особенно,злило,радует,радовать,0.0625
Я знал: их особенно,злило,мучает,мучить,0.0625
В речи учёного прозвучало,неявное,незнакомое,незнакомый,0.02830188679245283
В речи учёного прозвучало,неявное,гордое,гордый,0.009433962264150943
В речи учёного прозвучало,неявное,множество,множество,0.018867924528301886
В речи учёного прозвучало,неявное,немало,немало,0.009433962264150943
В речи учёного прозвучало,неявное,сомнение,сомнение,0.04716981132075472
В речи учёного прозвучало,неявное,недоумение,недоумение,0.02830188679245283
В речи учёного прозвучало,неявное,неудовольствие,неудовольствие,0.018867924528301886
В речи учёного прозвучало,неявное,слово,слово,0.1320754716981132
В речи учёного прозвучало,неявное,много,много,0.11320754716981132
В речи учёного прозвучало,неявное,предположение,предположение,0.02830188679245283
В речи учёного прозвучало,неявное,нечто,нечто,0.018867924528301886
В речи учёного прозвучало,неявное,доказательство,доказательство,0.009433962264150943
В речи учёного прозвучало,неявное,понятие,понятие,0.009433962264150943
В речи учёного прозвучало,неявное,сожаление,сожаление,0.009433962264150943
В речи учёного прозвучало,неявное,словосочетание,словосочетание,0.009433962264150943
В речи учёного прозвучало,неявное,утверждение,утверждение,0.0660377358490566
В речи учёного прозвучало,неявное,предложение,предложение,0.009433962264150943
В речи учёного прозвучало,неявное,два,два,0.009433962264150943
В речи учёного прозвучало,неявное,определение,определение,0.018867924528301886
В речи учёного прозвучало,неявное,высказывание,высказывание,0.02830188679245283
В речи учёного прозвучало,неявное,очень,очень,0.018867924528301886
В речи учёного прозвучало,неявное,огорчение,огорчение,0.009433962264150943
В речи учёного прозвучало,неявное,что,что,0.02830188679245283
В речи учёного прозвучало,неявное,сообщение,сообщение,0.009433962264150943
В речи учёного прозвучало,неявное,волнение,волнение,0.009433962264150943
В речи учёного прозвучало,неявное,несколько,несколько,0.02830188679245283
В речи учёного прозвучало,неявное,удивление,удивление,0.009433962264150943
В речи учёного прозвучало,неявное,а,а,0.009433962264150943
В речи учёного прозвучало,неявное,одобрение,одобрение,0.009433962264150943
В речи учёного прозвучало,неявное,не,не,0.009433962264150943
В речи учёного прозвучало,неявное,мнение,мнение,0.009433962264150943
В речи учёного прозвучало,неявное,название,название,0.009433962264150943
В речи учёного прозвучало,неявное,недовольство,недовольство,0.009433962264150943
В речи учёного прозвучало,неявное,такое,такой,0.02830188679245283
В речи учёного прозвучало,неявное,новое,новый,0.018867924528301886
В речи учёного прозвучало,неявное,одно,один,0.009433962264150943
В речи учёного прозвучало,неявное,странное,странный,0.02830188679245283
В речи учёного прозвучало,неявное,нецензурное,нецензурный,0.009433962264150943
В речи учёного прозвучало,неявное,некоторое,некоторый,0.009433962264150943
В речи учёного прозвучало,неявное,непонятное,непонятный,0.009433962264150943
В речи учёного прозвучало,неявное,неожиданное,неожиданный,0.018867924528301886
В речи учёного прозвучало,неявное,следующее,следующий,0.02830188679245283
В речи учёного прозвучало,неявное,удивительное,удивительный,0.009433962264150943
В речи учёного прозвучало,неявное,интересное,интересный,0.009433962264150943
В речи учёного прозвучало,неявное,нескрываемое,нескрываемый,0.009433962264150943
В речи учёного прозвучало,неявное,неподдельное,неподдельный,0.009433962264150943
В речи учёного прозвучало,неявное,сенсационное,сенсационный,0.009433962264150943
"Город, раскинувшийся вдоль",реки,а,а,0.015625
"Город, раскинувшийся вдоль",реки,р,р,0.015625
"Город, раскинувшийся вдоль",реки,берегов,берег,0.046875
"Город, раскинувшийся вдоль",реки,подножия,подножие,0.015625
"Город, раскинувшийся вдоль",реки,берега,берег,0.078125
"Город, раскинувшийся вдоль",реки,побережья,побережье,0.046875
"Город, раскинувшийся вдоль",реки,дороги,дорога,0.03125
"Город, раскинувшийся вдоль",реки,волги,волг,0.03125
"Город, раскинувшийся вдоль",реки,полей,поле,0.015625
"Город, раскинувшийся вдоль",реки,моря,море,0.03125
"Город, раскинувшийся вдоль",реки,холма,холм,0.015625
"Город, раскинувшийся вдоль",реки,океана,океан,0.015625
"Город, раскинувшийся вдоль",реки,реки,река,0.640625
"Взяв с собой фотоаппарат, вся",семья,аудитория,аудитория,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,его,он,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,ныли,ныть,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,во,в,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,группа,группа,0.3333333333333333
"Взяв с собой фотоаппарат, вся",семья,компания,компания,0.2222222222222222
"Взяв с собой фотоаппарат, вся",семья,команда,команда,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,м,метр,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,семья,семья,0.1111111111111111
Он стал плохо,спать,говорить,говорить,0.05555555555555555
Он стал плохо,спать,относится,относиться,0.05555555555555555
Он стал плохо,спать,понимать,понимать,0.1111111111111111
Он стал плохо,спать,слышать,слышать,0.05555555555555555
Он стал плохо,спать,одеваться,одеваться,0.05555555555555555
Он стал плохо,спать,себя,себя,0.2222222222222222
Он стал плохо,спать,днищ,днища,0.05555555555555555
Он стал плохо,спать,м,метр,0.05555555555555555
Он стал плохо,спать,учиться,учиться,0.16666666666666666
Он стал плохо,спать,соображать,соображать,0.05555555555555555
Он стал плохо,спать,читать,читать,0.05555555555555555
Он стал плохо,спать,спать,спать,0.05555555555555555
"Они не ели целый день,",несчастные,и,и,0.4666666666666667
"Они не ели целый день,",несчастные,потому,потому,0.26666666666666666
"Они не ели целый день,",несчастные,поэтому,поэтому,0.2
"Они не ели целый день,",несчастные,но,но,0.06666666666666667
Ему удалось вскрыть банку об острый край,бампера,стола,стол,0.625
Ему удалось вскрыть банку об острый край,бампера,камня,камень,0.0625
Ему удалось вскрыть банку об острый край,бампера,ножа,нож,0.0625
Ему удалось вскрыть банку об острый край,бампера,топора,топор,0.0625
Ему удалось вскрыть банку об острый край,бампера,подоконника,подоконник,0.0625
Ему удалось вскрыть банку об острый край,бампера,кровати,кровать,0.0625
Ему удалось вскрыть банку об острый край,бампера,в,в,0.0625
"У тебя впереди замечательный день,",полный,который,который,0.16666666666666666
"У тебя впереди замечательный день,",полный,и,и,0.2777777777777778
"У тебя впереди замечательный день,",полный,так,так,0.05555555555555555
"У тебя впереди замечательный день,",полный,проживи,прожить,0.05555555555555555
"У тебя впереди замечательный день,",полный,солнце,солнце,0.05555555555555555
"У тебя впереди замечательный день,",полный,ведь,ведь,0.05555555555555555
"У тебя впереди замечательный день,",полный,воспользуйся,воспользовать,0.05555555555555555
"У тебя впереди замечательный день,",полный,сказал,сказать,0.05555555555555555
"У тебя впереди замечательный день,",полный,будь,быть,0.05555555555555555
"У тебя впереди замечательный день,",полный,чтобы,чтобы,0.05555555555555555
"У тебя впереди замечательный день,",полный,м,метр,0.05555555555555555
"У тебя впереди замечательный день,",полный,р,р,0.05555555555555555
Дрозды и сковрцы начали,вить,свое,свой,0.06666666666666667
Дрозды и сковрцы начали,вить,свой,свой,0.06666666666666667
Дрозды и сковрцы начали,вить,собираться,собираться,0.06666666666666667
Дрозды и сковрцы начали,вить,петь,петь,0.13333333333333333
Дрозды и сковрцы начали,вить,улетать,улетать,0.13333333333333333
Дрозды и сковрцы начали,вить,клевать,клевать,0.06666666666666667
Дрозды и сковрцы начали,вить,спариваться,спариваться,0.06666666666666667
Дрозды и сковрцы начали,вить,строить,строить,0.06666666666666667
Дрозды и сковрцы начали,вить,вить,вить,0.3333333333333333
"Наживка, на которую он ловил",рыбу,рыб,рыба,0.015625
"Наживка, на которую он ловил",рыбу,была,быть,0.03125
"Наживка, на которую он ловил",рыбу,на,на,0.015625
"Наживка, на которую он ловил",рыбу,ежедневно,ежедневно,0.015625
"Наживка, на которую он ловил",рыбу,окуня,окуня,0.046875
"Наживка, на которую он ловил",рыбу,мальков,мальк,0.015625
"Наживка, на которую он ловил",рыбу,щуку,щука,0.015625
"Наживка, на которую он ловил",рыбу,карпа,карп,0.015625
"Наживка, на которую он ловил",рыбу,леща,лещ,0.015625
"Наживка, на которую он ловил",рыбу,рыбу,рыба,0.8125
Ирине досталась,отдельная,самая,самый,0.1875
Ирине досталась,отдельная,тяжелая,тяжелый,0.0625
Ирине досталась,отдельная,самое,самый,0.0625
Ирине досталась,отдельная,сложная,сложный,0.0625
Ирине досталась,отдельная,роль,роль,0.0625
Ирине досталась,отдельная,ученица,ученица,0.0625
Ирине досталась,отдельная,очень,очень,0.0625
Ирине досталась,отдельная,книга,книга,0.0625
Ирине досталась,отдельная,только,только,0.0625
Ирине досталась,отдельная,кольцо,кольцо,0.0625
Ирине досталась,отдельная,от,от,0.0625
Ирине досталась,отдельная,хорошая,хороший,0.0625
Ирине досталась,отдельная,красная,красный,0.0625
Ирине досталась,отдельная,новая,новый,0.0625
"Приготовь себе диетические овощные блюда,",сытные,которые,который,0.26666666666666666
"Приготовь себе диетические овощные блюда,",сытные,чтобы,чтобы,0.26666666666666666
"Приготовь себе диетические овощные блюда,",сытные,а,а,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,в,в,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,и,и,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,пожалуйста,пожалуйста,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,возьми,брать,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,иначе,иначе,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,потому,потому,0.06666666666666667
Тема эта в то время была,новой,обсуждаема,обсуждать,0.05
Тема эта в то время была,новой,не,не,0.1
Тема эта в то время была,новой,очень,очень,0.25
Тема эта в то время была,новой,нет,нет,0.05
Тема эта в то время была,новой,более,более,0.05
Тема эта в то время была,новой,запретной,запретный,0.1
Тема эта в то время была,новой,актуальной,актуальный,0.15
Тема эта в то время была,новой,актуальна,актуальный,0.05
Тема эта в то время была,новой,запрещенной,запретить,0.05
Тема эта в то время была,новой,небезынтересной,небезынтересный,0.05
Тема эта в то время была,новой,забыта,забыть,0.05
Тема эта в то время была,новой,м,метр,0.05
"Она успевала убраться, разморозить",фарш,холодильник,холодильник,0.1111111111111111
"Она успевала убраться, разморозить",фарш,морозильник,морозильник,0.05555555555555555
"Она успевала убраться, разморозить",фарш,курицу,курица,0.2777777777777778
"Она успевала убраться, разморозить",фарш,мясо,мясо,0.3333333333333333
"Она успевала убраться, разморозить",фарш,продукты,продукт,0.05555555555555555
"Она успевала убраться, разморозить",фарш,еду,еда,0.05555555555555555
"Она успевала убраться, разморозить",фарш,а,а,0.05555555555555555
"Она успевала убраться, разморозить",фарш,и,и,0.05555555555555555
"Существует легенда, что",ноев,красивая,красивый,0.017241379310344827
"Существует легенда, что",ноев,люди,человек,0.05172413793103448
"Существует легенда, что",ноев,в,в,0.08620689655172414
"Существует легенда, что",ноев,царь,царь,0.017241379310344827
"Существует легенда, что",ноев,человек,человек,0.017241379310344827
"Существует легенда, что",ноев,можно,можно,0.017241379310344827
"Существует легенда, что",ноев,рыцарь,рыцарь,0.017241379310344827
"Существует легенда, что",ноев,голос,голос,0.017241379310344827
"Существует легенда, что",ноев,кинжал,кинжал,0.017241379310344827
"Существует легенда, что",ноев,он,он,0.034482758620689655
"Существует легенда, что",ноев,однажды,однажды,0.08620689655172414
"Существует легенда, что",ноев,воин,воин,0.017241379310344827
"Существует легенда, что",ноев,около,около,0.017241379310344827
"Существует легенда, что",ноев,город,город,0.017241379310344827
"Существует легенда, что",ноев,герой,герой,0.017241379310344827
"Существует легенда, что",ноев,вода,вода,0.017241379310344827
"Существует легенда, что",ноев,вещи,вещь,0.017241379310344827
"Существует легенда, что",ноев,с,с,0.017241379310344827
"Существует легенда, что",ноев,она,она,0.017241379310344827
"Существует легенда, что",ноев,вампиры,вампир,0.017241379310344827
"Существует легенда, что",ноев,если,если,0.05172413793103448
"Существует легенда, что",ноев,нужно,нужный,0.017241379310344827
"Существует легенда, что",ноев,кто-то,кто-то,0.017241379310344827
"Существует легенда, что",ноев,давно,давно,0.017241379310344827
"Существует легенда, что",ноев,птица,птица,0.017241379310344827
"Существует легенда, что",ноев,есть,быть,0.017241379310344827
"Существует легенда, что",ноев,драконы,дракон,0.017241379310344827
"Существует легенда, что",ноев,за,за,0.017241379310344827
"Существует легенда, что",ноев,на,на,0.017241379310344827
"Существует легенда, что",ноев,когда,когда,0.017241379310344827
"Существует легенда, что",ноев,король,король,0.017241379310344827
"Существует легенда, что",ноев,женщины,женщина,0.017241379310344827
"Существует легенда, что",ноев,у,у,0.017241379310344827
"Существует легенда, что",ноев,новые,новый,0.017241379310344827
"Существует легенда, что",ноев,первый,первый,0.017241379310344827
"Существует легенда, что",ноев,этот,этот,0.034482758620689655
"Существует легенда, что",ноев,некий,некий,0.017241379310344827
"Существует легенда, что",ноев,один,один,0.017241379310344827
"Существует легенда, что",ноев,древние,древний,0.017241379310344827
"Существует легенда, что",ноев,когда-то,когда-то,0.034482758620689655
"Существует легенда, что",ноев,давным-давно,NOT_FOUND,0.034482758620689655
"Существует легенда, что",ноев,здесь,здесь,0.017241379310344827
Наше правительство сделало,крен,промах,промах,0.0784313725490196
Наше правительство сделало,крен,диссонанс,диссонанс,0.11764705882352941
Наше правительство сделало,крен,подлог,подлог,0.0196078431372549
Наше правительство сделало,крен,пример,пример,0.0196078431372549
Наше правительство сделало,крен,признак,признак,0.0392156862745098
Наше правительство сделало,крен,недобор,недобор,0.0196078431372549
Наше правительство сделало,крен,сингармонизм,сингармонизм,0.0196078431372549
Наше правительство сделало,крен,недостаток,недостаток,0.058823529411764705
