left_context,target_word,n_human_lemmas,overlap_at_5,weighted_overlap_at_5,surface_match_at_5,surface_weighted_match_at_5,overlap_at_10,weighted_overlap_at_10,surface_match_at_10,surface_weighted_match_at_10,overlap_at_15,weighted_overlap_at_15,surface_match_at_15,surface_weighted_match_at_15,overlap_at_20,weighted_overlap_at_20,surface_match_at_20,surface_weighted_match_at_20,overlap_at_50,weighted_overlap_at_50,surface_match_at_50,surface_weighted_match_at_50,overlap_at_100,weighted_overlap_at_100,surface_match_at_100,surface_weighted_match_at_100,overlap_at_200,weighted_overlap_at_200,surface_match_at_200,surface_weighted_match_at_200
Ему удалось вскрыть банку об острый край,бампера,7,0.14285714285714285,0.625,0.14285714285714285,0.625,0.2857142857142857,0.6875,0.14285714285714285,0.625,0.2857142857142857,0.6875,0.14285714285714285,0.625,0.2857142857142857,0.6875,0.14285714285714285,0.625,0.2857142857142857,0.6875,0.14285714285714285,0.625,0.2857142857142857,0.6875,0.14285714285714285,0.625,0.2857142857142857,0.6875,0.14285714285714285,0.625
"У тебя впереди замечательный день,",полный,12,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.4444444444444444
Дрозды и сковрцы начали,вить,8,0.25,0.26666666666666666,0.2222222222222222,0.2,0.25,0.26666666666666666,0.2222222222222222,0.2,0.25,0.26666666666666666,0.2222222222222222,0.2,0.25,0.26666666666666666,0.2222222222222222,0.2,0.25,0.26666666666666666,0.2222222222222222,0.2,0.25,0.26666666666666666,0.2222222222222222,0.2,0.25,0.26666666666666666,0.2222222222222222,0.2
"Наживка, на которую он ловил",рыбу,9,0.2222222222222222,0.859375,0.1,0.8125,0.2222222222222222,0.859375,0.1,0.8125,0.2222222222222222,0.859375,0.1,0.8125,0.2222222222222222,0.859375,0.1,0.8125,0.2222222222222222,0.859375,0.1,0.8125,0.2222222222222222,0.859375,0.1,0.8125,0.2222222222222222,0.859375,0.1,0.8125
Ирине досталась,отдельная,13,0.15384615384615385,0.125,0.14285714285714285,0.125,0.15384615384615385,0.125,0.14285714285714285,0.125,0.15384615384615385,0.125,0.14285714285714285,0.125,0.15384615384615385,0.125,0.14285714285714285,0.125,0.15384615384615385,0.125,0.14285714285714285,0.125,0.15384615384615385,0.125,0.14285714285714285,0.125,0.15384615384615385,0.125,0.14285714285714285,0.125
"Приготовь себе диетические овощные блюда,",сытные,9,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6
Тема эта в то время была,новой,11,0.18181818181818182,0.45,0.16666666666666666,0.3,0.2727272727272727,0.55,0.3333333333333333,0.55,0.2727272727272727,0.55,0.3333333333333333,0.55,0.2727272727272727,0.55,0.3333333333333333,0.55,0.2727272727272727,0.55,0.3333333333333333,0.55,0.2727272727272727,0.55,0.3333333333333333,0.55,0.2727272727272727,0.55,0.3333333333333333,0.55
"Она успевала убраться, разморозить",фарш,8,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334,0.625,0.8333333333333334
"Существует легенда, что",ноев,41,0.12195121951219512,0.1896551724137931,0.09523809523809523,0.1724137931034483,0.14634146341463414,0.27586206896551724,0.11904761904761904,0.25862068965517243,0.14634146341463414,0.27586206896551724,0.11904761904761904,0.25862068965517243,0.14634146341463414,0.27586206896551724,0.11904761904761904,0.25862068965517243,0.14634146341463414,0.27586206896551724,0.11904761904761904,0.25862068965517243,0.14634146341463414,0.27586206896551724,0.11904761904761904,0.25862068965517243,0.14634146341463414,0.27586206896551724,0.11904761904761904,0.25862068965517243
Наше правительство сделало,крен,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Вспоминая,журчание,14,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125,0.14285714285714285,0.16666666666666666,0.06666666666666667,0.125
Однако здесь,есть,13,0.15384615384615385,0.25,0.14285714285714285,0.2,0.15384615384615385,0.25,0.14285714285714285,0.2,0.15384615384615385,0.25,0.14285714285714285,0.2,0.15384615384615385,0.25,0.14285714285714285,0.2,0.15384615384615385,0.25,0.14285714285714285,0.2,0.15384615384615385,0.25,0.14285714285714285,0.2,0.15384615384615385,0.25,0.14285714285714285,0.2
У директора школы был тонкий,нюх,24,0.16666666666666666,0.3617021276595745,0.16666666666666666,0.3617021276595745,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149,0.20833333333333334,0.3723404255319149
Старуха была страшной --,лопоухая,34,0.08823529411764706,0.06060606060606061,0.08333333333333333,0.06060606060606061,0.11764705882352941,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.1111111111111111,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.1111111111111111,0.09090909090909091
"Мама брала меня с собой, и мы, сдав",молоко,14,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525,0.14285714285714285,0.15789473684210525
"Журналист взял карандаш,",подвинул,10,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25,0.2,0.25
На Ольгу Васильевну было написано,заявление,9,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6
Торговля продуктами питания является одной из самых,прибыльных,7,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923,0.42857142857142855,0.6923076923076923
Количество денег в обороте выросло благодаря,союзу,16,0.125,0.13636363636363635,0.05555555555555555,0.09090909090909091,0.125,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.125,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.125,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.125,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.125,0.13636363636363635,0.1111111111111111,0.13636363636363635,0.125,0.13636363636363635,0.1111111111111111,0.13636363636363635
Мы установили камеру на новый,штатив,47,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455773,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455773,0.10638297872340426,0.41496598639455784,0.10638297872340426,0.41496598639455773
"Я сказал, что русский солдат",омоет,7,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667,0.2857142857142857,0.4666666666666667,0.25,0.4666666666666667
"Товарищ генерал,",противник,6,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625
За два года накопилась,уйма,11,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789,0.2727272727272727,0.3684210526315789
"Он вскрыл пачку сухарей,",заварил,12,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367,0.25,0.21052631578947367
"Что используют для этой прически,",фен,44,0.06818181818181818,0.24166666666666664,0.06521739130434782,0.2333333333333333,0.09090909090909091,0.26666666666666666,0.08695652173913043,0.25833333333333336,0.09090909090909091,0.26666666666666666,0.08695652173913043,0.25833333333333336,0.09090909090909091,0.26666666666666666,0.08695652173913043,0.25833333333333336,0.09090909090909091,0.26666666666666666,0.08695652173913043,0.25833333333333336,0.09090909090909091,0.26666666666666666,0.08695652173913043,0.25833333333333336,0.09090909090909091,0.26666666666666666,0.08695652173913043,0.25833333333333336
От смерти его спасла,собака,30,0.06666666666666667,0.061224489795918366,0.06666666666666667,0.061224489795918366,0.1,0.08163265306122448,0.06666666666666667,0.061224489795918366,0.1,0.08163265306122448,0.06666666666666667,0.061224489795918366,0.13333333333333333,0.16326530612244897,0.06666666666666667,0.061224489795918366,0.2,0.22448979591836732,0.06666666666666667,0.061224489795918366,0.2,0.22448979591836732,0.06666666666666667,0.061224489795918366,0.2,0.22448979591836732,0.06666666666666667,0.061224489795918366
Она с досадой,хмурила,30,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333,0.13333333333333333,0.4933333333333333,0.15625,0.4933333333333333
"Елена сидела в кресле, молодая Мурка",урчала,39,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003,0.05128205128205128,0.40800000000000003,0.05,0.40800000000000003
На ведущей вниз,лестнице,12,0.08333333333333333,0.01639344262295082,0.0,0.0,0.08333333333333333,0.01639344262295082,0.0,0.0,0.08333333333333333,0.01639344262295082,0.0,0.0,0.08333333333333333,0.01639344262295082,0.0,0.0,0.08333333333333333,0.01639344262295082,0.0,0.0,0.08333333333333333,0.01639344262295082,0.0,0.0,0.08333333333333333,0.01639344262295082,0.0,0.0
Что ты хочешь чтобы тебе,повторили,7,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997,0.2857142857142857,0.4666666666666667,0.25,0.39999999999999997
Перед ним снова была,прежняя,30,0.16666666666666666,0.29000000000000004,0.16666666666666666,0.29000000000000004,0.2,0.31,0.16666666666666666,0.29000000000000004,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31,0.2,0.31
После завершения,техосмотра,14,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.14285714285714285,0.23529411764705882
"Тому, кто",желает,51,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059,0.058823529411764705,0.21323529411764708,0.047619047619047616,0.1985294117647059
"Там, недалеко от кухонной двери, сидел",лис,35,0.14285714285714285,0.30894308943089427,0.14285714285714285,0.30894308943089427,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853,0.2,0.3658536585365853
Когда родители,пригрозили,12,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693
Под рукавом рубашки виднелся тонкий,ремешок,29,0.06896551724137931,0.37037037037037035,0.06896551724137931,0.37037037037037035,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444,0.13793103448275862,0.4444444444444444
"Не обнаружив ничего в досье, сыщики решили",рыть,13,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.07692307692307693,0.06666666666666667
Очень хочется заплести,бант,7,0.42857142857142855,0.7999999999999999,0.375,0.7,0.42857142857142855,0.7999999999999999,0.5,0.8,0.42857142857142855,0.7999999999999999,0.5,0.8,0.42857142857142855,0.7999999999999999,0.5,0.8,0.42857142857142855,0.7999999999999999,0.5,0.8,0.42857142857142855,0.7999999999999999,0.5,0.8,0.42857142857142855,0.7999999999999999,0.5,0.8
Он умел из любого,сора,31,0.12903225806451613,0.37209302325581395,0.125,0.37209302325581395,0.16129032258064516,0.38372093023255816,0.15625,0.38372093023255816,0.16129032258064516,0.38372093023255816,0.15625,0.38372093023255816,0.16129032258064516,0.38372093023255816,0.15625,0.38372093023255816,0.16129032258064516,0.38372093023255816,0.15625,0.38372093023255816,0.16129032258064516,0.38372093023255816,0.15625,0.38372093023255816,0.16129032258064516,0.38372093023255816,0.15625,0.38372093023255816
Этот студент,получает,9,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824,0.3333333333333333,0.5294117647058824
"По воскресеньям музыканты, исполнявшие",сонату,29,0.13793103448275862,0.26530612244897955,0.12121212121212122,0.24489795918367346,0.13793103448275862,0.26530612244897955,0.12121212121212122,0.24489795918367346,0.13793103448275862,0.26530612244897955,0.12121212121212122,0.24489795918367346,0.13793103448275862,0.26530612244897955,0.15151515151515152,0.2653061224489796,0.13793103448275862,0.26530612244897955,0.15151515151515152,0.2653061224489796,0.13793103448275862,0.26530612244897955,0.15151515151515152,0.2653061224489796,0.13793103448275862,0.26530612244897955,0.15151515151515152,0.2653061224489796
В деревнях по-прежнему,мяли,11,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667,0.18181818181818182,0.26666666666666666,0.07692307692307693,0.06666666666666667
Я сделала,шаг,52,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091,0.057692307692307696,0.1590909090909091,0.05357142857142857,0.1590909090909091
В мои обязанности входило утром включить,рубильник,9,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826,0.2222222222222222,0.35294117647058826
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,24,0.08333333333333333,0.08,0.08,0.06,0.08333333333333333,0.08,0.08,0.06,0.08333333333333333,0.08,0.08,0.06,0.08333333333333333,0.08,0.08,0.06,0.08333333333333333,0.08,0.08,0.06,0.08333333333333333,0.08,0.08,0.06,0.08333333333333333,0.08,0.08,0.06
"В багажнике были лопата,",лом,22,0.18181818181818182,0.3225806451612903,0.13636363636363635,0.3064516129032258,0.22727272727272727,0.3387096774193548,0.18181818181818182,0.3225806451612903,0.22727272727272727,0.3387096774193548,0.18181818181818182,0.3225806451612903,0.22727272727272727,0.3387096774193548,0.22727272727272727,0.3387096774193548,0.2727272727272727,0.3548387096774194,0.2727272727272727,0.3548387096774193,0.2727272727272727,0.3548387096774194,0.2727272727272727,0.3548387096774193,0.2727272727272727,0.3548387096774194,0.2727272727272727,0.3548387096774193
И на берегу озера тогда появляются,русалки,50,0.04,0.19753086419753085,0.02,0.08641975308641975,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085,0.04,0.19753086419753085
Автор принадлежит к числу последних свидетелей,страшных,30,0.13333333333333333,0.22950819672131145,0.0967741935483871,0.09836065573770493,0.13333333333333333,0.22950819672131145,0.12903225806451613,0.19672131147540983,0.13333333333333333,0.22950819672131145,0.12903225806451613,0.19672131147540983,0.13333333333333333,0.22950819672131145,0.12903225806451613,0.19672131147540983,0.13333333333333333,0.22950819672131145,0.12903225806451613,0.19672131147540983,0.13333333333333333,0.22950819672131145,0.12903225806451613,0.19672131147540983,0.13333333333333333,0.22950819672131145,0.12903225806451613,0.19672131147540983
"Музыканты играли на похоронах, разгружали",вагоны,11,0.18181818181818182,0.15789473684210525,0.16666666666666666,0.10526315789473684,0.2727272727272727,0.21052631578947367,0.25,0.15789473684210525,0.2727272727272727,0.21052631578947367,0.25,0.15789473684210525,0.2727272727272727,0.21052631578947367,0.25,0.15789473684210525,0.2727272727272727,0.21052631578947367,0.25,0.15789473684210525,0.2727272727272727,0.21052631578947367,0.25,0.15789473684210525,0.2727272727272727,0.21052631578947367,0.25,0.15789473684210525
У Пашки,обгорели,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Она почти не изменилась, только слегка",пополнела,9,0.0,0.0,0.0,0.0,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125,0.1111111111111111,0.125
"Один футболист, который получил",растяжение,11,0.18181818181818182,0.21428571428571427,0.09090909090909091,0.07142857142857142,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.18181818181818182,0.21428571428571427,0.2727272727272727,0.3571428571428571,0.18181818181818182,0.21428571428571427,0.2727272727272727,0.3571428571428571,0.18181818181818182,0.21428571428571427
Не поручайте,мужу,20,0.15,0.28915662650602414,0.06451612903225806,0.14457831325301207,0.15,0.28915662650602414,0.0967741935483871,0.1807228915662651,0.15,0.28915662650602414,0.0967741935483871,0.1807228915662651,0.15,0.28915662650602414,0.0967741935483871,0.1807228915662651,0.15,0.28915662650602414,0.0967741935483871,0.1807228915662651,0.15,0.28915662650602414,0.0967741935483871,0.1807228915662651,0.15,0.28915662650602414,0.0967741935483871,0.1807228915662651
Каждое утро на самый верх,крыши,16,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.0625,0.1,0.125,0.15000000000000002,0.0625,0.1,0.125,0.15000000000000002,0.0625,0.1,0.125,0.15000000000000002,0.0625,0.1
"Я слезал, щупал",стога,14,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413,0.21428571428571427,0.29411764705882354,0.07142857142857142,0.17647058823529413
Работы выполняет,специалист,13,0.0,0.0,0.0,0.0,0.07692307692307693,0.06666666666666667,0.0,0.0,0.15384615384615385,0.13333333333333333,0.0,0.0,0.15384615384615385,0.13333333333333333,0.0,0.0,0.15384615384615385,0.13333333333333333,0.0,0.0,0.23076923076923078,0.2,0.0,0.0,0.23076923076923078,0.2,0.0,0.0
Наши власти позволяют себе,излишества,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333
Здесь потребуется,врач,15,0.06666666666666667,0.041666666666666664,0.06666666666666667,0.041666666666666664,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333,0.13333333333333333,0.08333333333333333
Он был очень,неопытным,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
