left_context,target_word,lemma,probability
"Зачем ему звонить, если откликается",спокойный,сам,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,телефон,0.058823529411764705
"Зачем ему звонить, если откликается",спокойный,только,0.11764705882352941
На вторичном рынке жилья,розетки,а,0.01282051282051282
На вторичном рынке жилья,розетки,быть,0.08974358974358974
На вторичном рынке жилья,розетки,в,0.01282051282051282
На вторичном рынке жилья,розетки,востребовать,0.01282051282051282
На вторичном рынке жилья,розетки,выставить,0.01282051282051282
На вторичном рынке жилья,розетки,и,0.02564102564102564
На вторичном рынке жилья,розетки,иметься,0.01282051282051282
На вторичном рынке жилья,розетки,квартира,0.02564102564102564
На вторичном рынке жилья,розетки,можно,0.10256410256410256
На вторичном рынке жилья,розетки,наблюдать,0.10256410256410256
На вторичном рынке жилья,розетки,наступить,0.038461538461538464
На вторичном рынке жилья,розетки,начаться,0.01282051282051282
На вторичном рынке жилья,розетки,наш,0.01282051282051282
На вторичном рынке жилья,розетки,невозможный,0.01282051282051282
На вторичном рынке жилья,розетки,нельзя,0.01282051282051282
На вторичном рынке жилья,розетки,необходимый,0.01282051282051282
На вторичном рынке жилья,розетки,нет,0.05128205128205128
На вторичном рынке жилья,розетки,ожидать,0.01282051282051282
На вторичном рынке жилья,розетки,опять,0.01282051282051282
На вторичном рынке жилья,розетки,повыситься,0.01282051282051282
На вторичном рынке жилья,розетки,появиться,0.05128205128205128
На вторичном рынке жилья,розетки,предложение,0.01282051282051282
На вторичном рынке жилья,розетки,приобрести,0.01282051282051282
На вторичном рынке жилья,розетки,присутствовать,0.01282051282051282
На вторичном рынке жилья,розетки,продавать,0.038461538461538464
На вторичном рынке жилья,розетки,продаваться,0.01282051282051282
На вторичном рынке жилья,розетки,произойти,0.01282051282051282
На вторичном рынке жилья,розетки,происходить,0.01282051282051282
На вторичном рынке жилья,розетки,сегодня,0.01282051282051282
На вторичном рынке жилья,розетки,сейчас,0.01282051282051282
На вторичном рынке жилья,розетки,сложный,0.02564102564102564
На вторичном рынке жилья,розетки,стоимость,0.01282051282051282
На вторичном рынке жилья,розетки,теперь,0.01282051282051282
На вторичном рынке жилья,розетки,трудный,0.01282051282051282
На вторичном рынке жилья,розетки,ухта,0.01282051282051282
На вторичном рынке жилья,розетки,цена,0.08974358974358974
На вторичном рынке жилья,розетки,этот,0.01282051282051282
На вторичном рынке жилья,розетки,я,0.02564102564102564
В котёл бросают куски,баранины,измельчить,0.05
В котёл бросают куски,баранины,курица,0.05
В котёл бросают куски,баранины,мясо,0.8
В котёл бросают куски,баранины,просоленный,0.05
В котёл бросают куски,баранины,расплавить,0.05
В темноте Иван задел острый,сук,выступ,0.012658227848101266
В темноте Иван задел острый,сук,гвоздь,0.0379746835443038
В темноте Иван задел острый,сук,камень,0.012658227848101266
В темноте Иван задел острый,сук,край,0.06329113924050633
В темноте Иван задел острый,сук,нож,0.0379746835443038
В темноте Иван задел острый,сук,орамимек,0.012658227848101266
В темноте Иван задел острый,сук,предмет,0.17721518987341772
В темноте Иван задел острый,сук,стул,0.012658227848101266
В темноте Иван задел острый,сук,сук,0.012658227848101266
В темноте Иван задел острый,сук,угол,0.6075949367088608
В темноте Иван задел острый,сук,хуй,0.012658227848101266
Я знал: их особенно,злило,в,0.0625
Я знал: их особенно,злило,интересовать,0.125
Я знал: их особенно,злило,любить,0.0625
Я знал: их особенно,злило,много,0.125
Я знал: их особенно,злило,мучить,0.0625
Я знал: их особенно,злило,не,0.1875
Я знал: их особенно,злило,объединять,0.0625
Я знал: их особенно,злило,радовать,0.0625
Я знал: их особенно,злило,раздражать,0.0625
Я знал: их особенно,злило,сложный,0.0625
Я знал: их особенно,злило,трудный,0.0625
Я знал: их особенно,злило,хороший,0.0625
В речи учёного прозвучало,неявное,а,0.009433962264150943
В речи учёного прозвучало,неявное,волнение,0.009433962264150943
В речи учёного прозвучало,неявное,высказывание,0.02830188679245283
В речи учёного прозвучало,неявное,гордый,0.009433962264150943
В речи учёного прозвучало,неявное,два,0.009433962264150943
В речи учёного прозвучало,неявное,доказательство,0.009433962264150943
В речи учёного прозвучало,неявное,интересный,0.009433962264150943
В речи учёного прозвучало,неявное,мнение,0.009433962264150943
В речи учёного прозвучало,неявное,много,0.11320754716981132
В речи учёного прозвучало,неявное,множество,0.018867924528301886
В речи учёного прозвучало,неявное,название,0.009433962264150943
В речи учёного прозвучало,неявное,не,0.009433962264150943
В речи учёного прозвучало,неявное,недовольство,0.009433962264150943
В речи учёного прозвучало,неявное,недоумение,0.02830188679245283
В речи учёного прозвучало,неявное,незнакомый,0.02830188679245283
В речи учёного прозвучало,неявное,некоторый,0.009433962264150943
В речи учёного прозвучало,неявное,немало,0.009433962264150943
В речи учёного прозвучало,неявное,неожиданный,0.018867924528301886
В речи учёного прозвучало,неявное,неподдельный,0.009433962264150943
В речи учёного прозвучало,неявное,непонятный,0.009433962264150943
В речи учёного прозвучало,неявное,несколько,0.02830188679245283
В речи учёного прозвучало,неявное,нескрываемый,0.009433962264150943
В речи учёного прозвучало,неявное,неудовольствие,0.018867924528301886
В речи учёного прозвучало,неявное,нецензурный,0.009433962264150943
В речи учёного прозвучало,неявное,нечто,0.018867924528301886
В речи учёного прозвучало,неявное,новый,0.018867924528301886
В речи учёного прозвучало,неявное,огорчение,0.009433962264150943
В речи учёного прозвучало,неявное,один,0.009433962264150943
В речи учёного прозвучало,неявное,одобрение,0.009433962264150943
В речи учёного прозвучало,неявное,определение,0.018867924528301886
В речи учёного прозвучало,неявное,очень,0.018867924528301886
В речи учёного прозвучало,неявное,понятие,0.009433962264150943
В речи учёного прозвучало,неявное,предложение,0.009433962264150943
В речи учёного прозвучало,неявное,предположение,0.02830188679245283
В речи учёного прозвучало,неявное,сенсационный,0.009433962264150943
В речи учёного прозвучало,неявное,следующий,0.02830188679245283
В речи учёного прозвучало,неявное,слово,0.1320754716981132
В речи учёного прозвучало,неявное,словосочетание,0.009433962264150943
В речи учёного прозвучало,неявное,сожаление,0.009433962264150943
В речи учёного прозвучало,неявное,сомнение,0.04716981132075472
В речи учёного прозвучало,неявное,сообщение,0.009433962264150943
В речи учёного прозвучало,неявное,странный,0.02830188679245283
В речи учёного прозвучало,неявное,такой,0.02830188679245283
В речи учёного прозвучало,неявное,удивительный,0.009433962264150943
В речи учёного прозвучало,неявное,удивление,0.009433962264150943
В речи учёного прозвучало,неявное,утверждение,0.0660377358490566
В речи учёного прозвучало,неявное,что,0.02830188679245283
"Город, раскинувшийся вдоль",реки,а,0.015625
"Город, раскинувшийся вдоль",реки,берег,0.125
"Город, раскинувшийся вдоль",реки,волг,0.03125
"Город, раскинувшийся вдоль",реки,дорога,0.03125
"Город, раскинувшийся вдоль",реки,море,0.03125
"Город, раскинувшийся вдоль",реки,океан,0.015625
"Город, раскинувшийся вдоль",реки,побережье,0.046875
"Город, раскинувшийся вдоль",реки,подножие,0.015625
"Город, раскинувшийся вдоль",реки,поле,0.015625
"Город, раскинувшийся вдоль",реки,р,0.015625
"Город, раскинувшийся вдоль",реки,река,0.640625
"Город, раскинувшийся вдоль",реки,холм,0.015625
"Взяв с собой фотоаппарат, вся",семья,аудитория,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,в,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,группа,0.3333333333333333
"Взяв с собой фотоаппарат, вся",семья,команда,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,компания,0.2222222222222222
"Взяв с собой фотоаппарат, вся",семья,метр,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,ныть,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,он,0.05555555555555555
"Взяв с собой фотоаппарат, вся",семья,семья,0.1111111111111111
Он стал плохо,спать,говорить,0.05555555555555555
Он стал плохо,спать,днища,0.05555555555555555
Он стал плохо,спать,метр,0.05555555555555555
Он стал плохо,спать,одеваться,0.05555555555555555
Он стал плохо,спать,относиться,0.05555555555555555
Он стал плохо,спать,понимать,0.1111111111111111
Он стал плохо,спать,себя,0.2222222222222222
Он стал плохо,спать,слышать,0.05555555555555555
Он стал плохо,спать,соображать,0.05555555555555555
Он стал плохо,спать,спать,0.05555555555555555
Он стал плохо,спать,учиться,0.16666666666666666
Он стал плохо,спать,читать,0.05555555555555555
"Они не ели целый день,",несчастные,и,0.4666666666666667
"Они не ели целый день,",несчастные,но,0.06666666666666667
"Они не ели целый день,",несчастные,потому,0.26666666666666666
"Они не ели целый день,",несчастные,поэтому,0.2
Ему удалось вскрыть банку об острый край,бампера,в,0.0625
Ему удалось вскрыть банку об острый край,бампера,камень,0.0625
Ему удалось вскрыть банку об острый край,бампера,кровать,0.0625
Ему удалось вскрыть банку об острый край,бампера,нож,0.0625
Ему удалось вскрыть банку об острый край,бампера,подоконник,0.0625
Ему удалось вскрыть банку об острый край,бампера,стол,0.625
Ему удалось вскрыть банку об острый край,бампера,топор,0.0625
"У тебя впереди замечательный день,",полный,быть,0.05555555555555555
"У тебя впереди замечательный день,",полный,ведь,0.05555555555555555
"У тебя впереди замечательный день,",полный,воспользовать,0.05555555555555555
"У тебя впереди замечательный день,",полный,и,0.2777777777777778
"У тебя впереди замечательный день,",полный,который,0.16666666666666666
"У тебя впереди замечательный день,",полный,метр,0.05555555555555555
"У тебя впереди замечательный день,",полный,прожить,0.05555555555555555
"У тебя впереди замечательный день,",полный,р,0.05555555555555555
"У тебя впереди замечательный день,",полный,сказать,0.05555555555555555
"У тебя впереди замечательный день,",полный,солнце,0.05555555555555555
"У тебя впереди замечательный день,",полный,так,0.05555555555555555
"У тебя впереди замечательный день,",полный,чтобы,0.05555555555555555
Дрозды и сковрцы начали,вить,вить,0.3333333333333333
Дрозды и сковрцы начали,вить,клевать,0.06666666666666667
Дрозды и сковрцы начали,вить,петь,0.13333333333333333
Дрозды и сковрцы начали,вить,свой,0.13333333333333333
Дрозды и сковрцы начали,вить,собираться,0.06666666666666667
Дрозды и сковрцы начали,вить,спариваться,0.06666666666666667
Дрозды и сковрцы начали,вить,строить,0.06666666666666667
Дрозды и сковрцы начали,вить,улетать,0.13333333333333333
"Наживка, на которую он ловил",рыбу,быть,0.03125
"Наживка, на которую он ловил",рыбу,ежедневно,0.015625
"Наживка, на которую он ловил",рыбу,карп,0.015625
"Наживка, на которую он ловил",рыбу,лещ,0.015625
"Наживка, на которую он ловил",рыбу,мальк,0.015625
"Наживка, на которую он ловил",рыбу,на,0.015625
"Наживка, на которую он ловил",рыбу,окуня,0.046875
"Наживка, на которую он ловил",рыбу,рыба,0.828125
"Наживка, на которую он ловил",рыбу,щука,0.015625
Ирине досталась,отдельная,книга,0.0625
Ирине досталась,отдельная,кольцо,0.0625
Ирине досталась,отдельная,красный,0.0625
Ирине досталась,отдельная,новый,0.0625
Ирине досталась,отдельная,от,0.0625
Ирине досталась,отдельная,очень,0.0625
Ирине досталась,отдельная,роль,0.0625
Ирине досталась,отдельная,самый,0.25
Ирине досталась,отдельная,сложный,0.0625
Ирине досталась,отдельная,только,0.0625
Ирине досталась,отдельная,тяжелый,0.0625
Ирине досталась,отдельная,ученица,0.0625
Ирине досталась,отдельная,хороший,0.0625
"Приготовь себе диетические овощные блюда,",сытные,а,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,брать,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,в,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,и,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,иначе,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,который,0.26666666666666666
"Приготовь себе диетические овощные блюда,",сытные,пожалуйста,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,потому,0.06666666666666667
"Приготовь себе диетические овощные блюда,",сытные,чтобы,0.26666666666666666
Тема эта в то время была,новой,актуальный,0.2
Тема эта в то время была,новой,более,0.05
Тема эта в то время была,новой,забыть,0.05
Тема эта в то время была,новой,запретить,0.05
Тема эта в то время была,новой,запретный,0.1
Тема эта в то время была,новой,метр,0.05
Тема эта в то время была,новой,не,0.1
Тема эта в то время была,новой,небезынтересный,0.05
Тема эта в то время была,новой,нет,0.05
Тема эта в то время была,новой,обсуждать,0.05
Тема эта в то время была,новой,очень,0.25
"Она успевала убраться, разморозить",фарш,а,0.05555555555555555
"Она успевала убраться, разморозить",фарш,еда,0.05555555555555555
"Она успевала убраться, разморозить",фарш,и,0.05555555555555555
"Она успевала убраться, разморозить",фарш,курица,0.2777777777777778
"Она успевала убраться, разморозить",фарш,морозильник,0.05555555555555555
"Она успевала убраться, разморозить",фарш,мясо,0.3333333333333333
"Она успевала убраться, разморозить",фарш,продукт,0.05555555555555555
"Она успевала убраться, разморозить",фарш,холодильник,0.1111111111111111
"Существует легенда, что",ноев,NOT_FOUND,0.034482758620689655
"Существует легенда, что",ноев,быть,0.017241379310344827
"Существует легенда, что",ноев,в,0.08620689655172414
"Существует легенда, что",ноев,вампир,0.017241379310344827
"Существует легенда, что",ноев,вещь,0.017241379310344827
"Существует легенда, что",ноев,вода,0.017241379310344827
"Существует легенда, что",ноев,воин,0.017241379310344827
"Существует легенда, что",ноев,герой,0.017241379310344827
"Существует легенда, что",ноев,голос,0.017241379310344827
"Существует легенда, что",ноев,город,0.017241379310344827
"Существует легенда, что",ноев,давно,0.017241379310344827
"Существует легенда, что",ноев,дракон,0.017241379310344827
"Существует легенда, что",ноев,древний,0.017241379310344827
"Существует легенда, что",ноев,если,0.05172413793103448
"Существует легенда, что",ноев,женщина,0.017241379310344827
"Существует легенда, что",ноев,за,0.017241379310344827
"Существует легенда, что",ноев,здесь,0.017241379310344827
"Существует легенда, что",ноев,кинжал,0.017241379310344827
"Существует легенда, что",ноев,когда,0.017241379310344827
"Существует легенда, что",ноев,когда-то,0.034482758620689655
"Существует легенда, что",ноев,король,0.017241379310344827
"Существует легенда, что",ноев,красивый,0.017241379310344827
"Существует легенда, что",ноев,кто-то,0.017241379310344827
"Существует легенда, что",ноев,можно,0.017241379310344827
"Существует легенда, что",ноев,на,0.017241379310344827
"Существует легенда, что",ноев,некий,0.017241379310344827
"Существует легенда, что",ноев,новый,0.017241379310344827
"Существует легенда, что",ноев,нужный,0.017241379310344827
"Существует легенда, что",ноев,один,0.017241379310344827
"Существует легенда, что",ноев,однажды,0.08620689655172414
"Существует легенда, что",ноев,около,0.017241379310344827
"Существует легенда, что",ноев,он,0.034482758620689655
"Существует легенда, что",ноев,она,0.017241379310344827
"Существует легенда, что",ноев,первый,0.017241379310344827
"Существует легенда, что",ноев,птица,0.017241379310344827
"Существует легенда, что",ноев,рыцарь,0.017241379310344827
"Существует легенда, что",ноев,с,0.017241379310344827
"Существует легенда, что",ноев,у,0.017241379310344827
"Существует легенда, что",ноев,царь,0.017241379310344827
"Существует легенда, что",ноев,человек,0.06896551724137931
"Существует легенда, что",ноев,этот,0.034482758620689655
Наше правительство сделало,крен,акцент,0.0196078431372549
Наше правительство сделало,крен,дисбаланс,0.0196078431372549
Наше правительство сделало,крен,диссонанс,0.11764705882352941
Наше правительство сделало,крен,запах,0.0196078431372549
Наше правительство сделало,крен,заскок,0.0196078431372549
Наше правительство сделало,крен,крен,0.0196078431372549
Наше правительство сделало,крен,намек,0.0196078431372549
Наше правительство сделало,крен,недобор,0.0196078431372549
Наше правительство сделало,крен,недостаток,0.058823529411764705
Наше правительство сделало,крен,перебор,0.0196078431372549
Наше правительство сделало,крен,перевес,0.09803921568627451
Наше правительство сделало,крен,переизбыток,0.0196078431372549
Наше правительство сделало,крен,перекос,0.09803921568627451
Наше правительство сделало,крен,перелом,0.0196078431372549
Наше правительство сделало,крен,подвох,0.09803921568627451
Наше правительство сделало,крен,подлог,0.0196078431372549
Наше правительство сделало,крен,признак,0.0392156862745098
Наше правительство сделало,крен,пример,0.0196078431372549
Наше правительство сделало,крен,пробел,0.0196078431372549
Наше правительство сделало,крен,прогресс,0.0392156862745098
Наше правительство сделало,крен,промах,0.0784313725490196
Наше правительство сделало,крен,свой,0.0196078431372549
Наше правительство сделало,крен,сингармонизм,0.0196078431372549
Наше правительство сделало,крен,уклон,0.0392156862745098
Наше правительство сделало,крен,факт,0.0196078431372549
Наше правительство сделало,крен,языковой,0.0196078431372549
Вспоминая,журчание,былой,0.20833333333333331
Вспоминая,журчание,детство,0.20833333333333334
Вспоминая,журчание,наш,0.041666666666666664
Вспоминая,журчание,о,0.125
Вспоминая,журчание,первый,0.041666666666666664
Вспоминая,журчание,последний,0.041666666666666664
Вспоминая,журчание,прежний,0.041666666666666664
Вспоминая,журчание,пройти,0.041666666666666664
Вспоминая,журчание,прошлое,0.041666666666666664
Вспоминая,журчание,прошлый,0.041666666666666664
Вспоминая,журчание,свой,0.041666666666666664
Вспоминая,журчание,слово,0.041666666666666664
Вспоминая,журчание,старый,0.041666666666666664
Вспоминая,журчание,этот,0.041666666666666664
Однако здесь,есть,"""",0.05
Однако здесь,есть,быть,0.2
Однако здесь,есть,всегда,0.1
Однако здесь,есть,вставать,0.05
Однако здесь,есть,иметь,0.05
Однако здесь,есть,к,0.05
Однако здесь,есть,крыться,0.05
Однако здесь,есть,мочь,0.05
Однако здесь,есть,не,0.1
Однако здесь,есть,нельзя,0.05
Однако здесь,есть,нет,0.15
Однако здесь,есть,совсем,0.05
Однако здесь,есть,стоить,0.05
У директора школы был тонкий,нюх,аппарат,0.010638297872340425
У директора школы был тонкий,нюх,в,0.010638297872340425
У директора школы был тонкий,нюх,взгляд,0.010638297872340425
У директора школы был тонкий,нюх,вкус,0.0851063829787234
У директора школы был тонкий,нюх,галстук,0.0425531914893617
У директора школы был тонкий,нюх,голос,0.13829787234042554
У директора школы был тонкий,нюх,голосок,0.010638297872340425
У директора школы был тонкий,нюх,и,0.031914893617021274
У директора школы был тонкий,нюх,карандаш,0.031914893617021274
У директора школы был тонкий,нюх,нож,0.010638297872340425
У директора школы был тонкий,нюх,нос,0.2553191489361702
У директора школы был тонкий,нюх,нюх,0.031914893617021274
У директора школы был тонкий,нюх,плед,0.010638297872340425
У директора школы был тонкий,нюх,портфель,0.0425531914893617
У директора школы был тонкий,нюх,почерк,0.010638297872340425
У директора школы был тонкий,нюх,противный,0.010638297872340425
У директора школы был тонкий,нюх,разрез,0.010638297872340425
У директора школы был тонкий,нюх,ремень,0.010638297872340425
У директора школы был тонкий,нюх,свитер,0.010638297872340425
У директора школы был тонкий,нюх,слой,0.010638297872340425
У директора школы был тонкий,нюх,слух,0.11702127659574468
У директора школы был тонкий,нюх,ф,0.010638297872340425
У директора школы был тонкий,нюх,хвост,0.010638297872340425
У директора школы был тонкий,нюх,юмор,0.07446808510638298
Старуха была страшной --,лопоухая,беззубий,0.015151515151515152
Старуха была страшной --,лопоухая,ведьма,0.015151515151515152
Старуха была страшной --,лопоухая,весь,0.015151515151515152
Старуха была страшной --,лопоухая,волос,0.015151515151515152
Старуха была страшной --,лопоухая,вот,0.015151515151515152
Старуха была страшной --,лопоухая,все,0.045454545454545456
Старуха была страшной --,лопоухая,глаз,0.015151515151515152
Старуха была страшной --,лопоухая,дряблый,0.015151515151515152
Старуха была страшной --,лопоухая,жизнь,0.015151515151515152
Старуха была страшной --,лопоухая,и,0.015151515151515152
Старуха была страшной --,лопоухая,как,0.12121212121212122
Старуха была страшной --,лопоухая,карга,0.015151515151515152
Старуха была страшной --,лопоухая,косматый,0.015151515151515152
Старуха была страшной --,лопоухая,кривая,0.015151515151515152
Старуха была страшной --,лопоухая,лицо,0.015151515151515152
Старуха была страшной --,лопоухая,маленький,0.015151515151515152
Старуха была страшной --,лопоухая,морщина,0.015151515151515152
Старуха была страшной --,лопоухая,на,0.030303030303030304
Старуха была страшной --,лопоухая,никто,0.015151515151515152
Старуха была страшной --,лопоухая,нос,0.045454545454545456
Старуха была страшной --,лопоухая,он,0.015151515151515152
Старуха была страшной --,лопоухая,она,0.2727272727272727
Старуха была страшной --,лопоухая,осунуться,0.015151515151515152
Старуха была страшной --,лопоухая,плохой,0.015151515151515152
Старуха была страшной --,лопоухая,с,0.015151515151515152
Старуха была страшной --,лопоухая,смерть,0.015151515151515152
Старуха была страшной --,лопоухая,смортить,0.015151515151515152
Старуха была страшной --,лопоухая,старый,0.015151515151515152
Старуха была страшной --,лопоухая,страшный,0.030303030303030304
Старуха была страшной --,лопоухая,так,0.015151515151515152
Старуха была страшной --,лопоухая,у,0.030303030303030304
Старуха была страшной --,лопоухая,ужас,0.015151515151515152
Старуха была страшной --,лопоухая,уродливый,0.015151515151515152
Старуха была страшной --,лопоухая,это,0.030303030303030304
"Мама брала меня с собой, и мы, сдав",молоко,алана,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,багаж,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,белье,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,бутылка,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,в,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,верхний,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,весь,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,вещь,0.15789473684210525
"Мама брала меня с собой, и мы, сдав",молоко,ключ,0.10526315789473684
"Мама брала меня с собой, и мы, сдав",молоко,метр,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,одежда,0.10526315789473684
"Мама брала меня с собой, и мы, сдав",молоко,она,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,пр.,0.05263157894736842
"Мама брала меня с собой, и мы, сдав",молоко,экзамен,0.10526315789473684
"Журналист взял карандаш,",подвинул,блокнот,0.1875
"Журналист взял карандаш,",подвинул,бумага,0.0625
"Журналист взял карандаш,",подвинул,и,0.125
"Журналист взял карандаш,",подвинул,лежать,0.0625
"Журналист взял карандаш,",подвинул,лист,0.1875
"Журналист взял карандаш,",подвинул,метр,0.0625
"Журналист взял карандаш,",подвинул,на,0.0625
"Журналист взял карандаш,",подвинул,написать,0.0625
"Журналист взял карандаш,",подвинул,открыть,0.125
"Журналист взял карандаш,",подвинул,помусолить,0.0625
На Ольгу Васильевну было написано,заявление,благодарственный,0.06666666666666667
На Ольгу Васильевну было написано,заявление,донесение,0.06666666666666667
На Ольгу Васильевну было написано,заявление,завещание,0.06666666666666667
На Ольгу Васильевну было написано,заявление,заявление,0.3333333333333333
На Ольгу Васильевну было написано,заявление,много,0.06666666666666667
На Ольгу Васильевну было написано,заявление,множество,0.06666666666666667
На Ольгу Васильевну было написано,заявление,несколько,0.2
На Ольгу Васильевну было написано,заявление,отдельный,0.06666666666666667
На Ольгу Васильевну было написано,заявление,письмо,0.06666666666666667
Торговля продуктами питания является одной из самых,прибыльных,большой,0.07692307692307693
Торговля продуктами питания является одной из самых,прибыльных,важный,0.3076923076923077
Торговля продуктами питания является одной из самых,прибыльных,главный,0.07692307692307693
Торговля продуктами питания является одной из самых,прибыльных,доступный,0.07692307692307693
Торговля продуктами питания является одной из самых,прибыльных,прибыльный,0.3076923076923077
Торговля продуктами питания является одной из самых,прибыльных,рентабельный,0.07692307692307693
Торговля продуктами питания является одной из самых,прибыльных,стабильный,0.07692307692307693
Количество денег в обороте выросло благодаря,союзу,NOT_FOUND,0.09090909090909091
Количество денег в обороте выросло благодаря,союзу,ваш,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,грамотный,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,житель,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,заслуга,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,к,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,мой,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,он,0.09090909090909091
Количество денег в обороте выросло благодаря,союзу,повышение,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,продажа,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,то,0.09090909090909091
Количество денег в обороте выросло благодаря,союзу,умелый,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,усилие,0.18181818181818182
Количество денег в обороте выросло благодаря,союзу,хороший,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,экономика,0.045454545454545456
Количество денег в обороте выросло благодаря,союзу,этот,0.045454545454545456
Мы установили камеру на новый,штатив,автомобиль,0.1836734693877551
Мы установили камеру на новый,штатив,аквариум,0.006802721088435374
Мы установили камеру на новый,штатив,аппарат,0.047619047619047616
Мы установили камеру на новый,штатив,вариант,0.006802721088435374
Мы установили камеру на новый,штатив,велосипед,0.04081632653061224
Мы установили камеру на новый,штатив,гараж,0.006802721088435374
Мы установили камеру на новый,штатив,держатель,0.006802721088435374
Мы установили камеру на новый,штатив,джип,0.006802721088435374
Мы установили камеру на новый,штатив,дом,0.10204081632653061
Мы установили камеру на новый,штатив,домофон,0.006802721088435374
Мы установили камеру на новый,штатив,комп,0.006802721088435374
Мы установили камеру на новый,штатив,компьютер,0.12244897959183673
Мы установили камеру на новый,штатив,котел,0.006802721088435374
Мы установили камеру на новый,штатив,кронштейн,0.006802721088435374
Мы установили камеру на новый,штатив,лад,0.006802721088435374
Мы установили камеру на новый,штатив,микроскоп,0.006802721088435374
Мы установили камеру на новый,штатив,мобильник,0.006802721088435374
Мы установили камеру на новый,штатив,монитор,0.006802721088435374
Мы установили камеру на новый,штатив,мост,0.006802721088435374
Мы установили камеру на новый,штатив,мотор,0.006802721088435374
Мы установили камеру на новый,штатив,ноутбук,0.02040816326530612
Мы установили камеру на новый,штатив,объект,0.027210884353741496
Мы установили камеру на новый,штатив,офис,0.006802721088435374
Мы установили камеру на новый,штатив,перекресток,0.006802721088435374
Мы установили камеру на новый,штатив,подъезд,0.006802721088435374
Мы установили камеру на новый,штатив,прибор,0.006802721088435374
Мы установили камеру на новый,штатив,проект,0.006802721088435374
Мы установили камеру на новый,штатив,пульт,0.006802721088435374
Мы установили камеру на новый,штатив,ракурс,0.006802721088435374
Мы установили камеру на новый,штатив,режим,0.006802721088435374
Мы установили камеру на новый,штатив,самолет,0.006802721088435374
Мы установили камеру на новый,штатив,сенсорный,0.006802721088435374
Мы установили камеру на новый,штатив,смартфон,0.034013605442176874
Мы установили камеру на новый,штатив,стол,0.013605442176870748
Мы установили камеру на новый,штатив,столб,0.013605442176870748
Мы установили камеру на новый,штатив,телевизор,0.006802721088435374
Мы установили камеру на новый,штатив,телефон,0.061224489795918366
Мы установили камеру на новый,штатив,тип,0.006802721088435374
Мы установили камеру на новый,штатив,уровень,0.027210884353741496
Мы установили камеру на новый,штатив,участок,0.006802721088435374
Мы установили камеру на новый,штатив,фонарный,0.006802721088435374
Мы установили камеру на новый,штатив,фотоаппарат,0.006802721088435374
Мы установили камеру на новый,штатив,шкаф,0.006802721088435374
